Index No.,1st 3 digits Zip Code,Enlisted***RACE/GENDER***WHITE MALE,Enlisted***RACE/GENDER***WHITE FEMALE,Enlisted***RACE/GENDER***BLACK MALE,Enlisted***RACE/GENDER***BLACK FEMALE,Enlisted***RACE/GENDER***AMER IND/AK NAT MALE,Enlisted***RACE/GENDER***AMER IND/AK NAT FEMALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL MALE,Enlisted***RACE/GENDER***ASIAN/PAC ISL FEMALE,Enlisted***RACE/GENDER***OTHER MALE,Enlisted***RACE/GENDER***OTHER FEMALE,Enlisted***RACE/GENDER***UNK RACE MALE,Enlisted***RACE/GENDER***UNK RACE FEMALE,Total,Enlisted**HISPANIC/GENDER***Non-Hispanic Male,Enlisted**HISPANIC/GENDER***Non-Hispanic Female,Total,Enlisted***EDUCATION***Unknown Educ,Enlisted***EDUCATION***No HS Diploma,Enlisted***EDUCATION***HS+,Enlisted***EDUCATION***BA/BS,Enlisted***EDUCATION***MA/MS,Enlisted***EDUCATION***PHD,Enlisted***EDUCATION***Alt. Educ.,Total,Enlisted***AGE IN YEARS***< 18,Enlisted***AGE IN YEARS***18 to 21,Enlisted***AGE IN YEARS***22 to 29,Enlisted***AGE IN YEARS***>=30,Enlisted***AGE IN YEARS***Unknown,Total,Officers***RACE/GENDER***WHITE MALE,Officers***RACE/GENDER***WHITE FEMALE,Officers***RACE/GENDER***BLACK MALE,Officers***RACE/GENDER***BLACK FEMALE,Officers***RACE/GENDER***AMER IND/AK NAT MALE,Officers***RACE/GENDER***AMER IND/AK NAT FEMALE,Officers***RACE/GENDER***ASIAN/PAC ISL MALE,Officers***RACE/GENDER***ASIAN/PAC ISL FEMALE,Officers***RACE/GENDER***OTHER MALE,Officers***RACE/GENDER***OTHER FEMALE,Officers***RACE/GENDER***UNK RACE MALE,Officers***RACE/GENDER***UNK RACE FEMALE,Total,Officers**HISPANIC/GENDER***Non-Hispanic Male,Officers**HISPANIC/GENDER***Non-Hispanic Female,Total,Officers***EDUCATION***Unknown Educ,Officers***EDUCATION***No HS Diploma,Officers***EDUCATION***HS+,Officers***EDUCATION***BA/BS,Officers***EDUCATION***MA/MS,Officers***EDUCATION***PHD,Officers***EDUCATION***Alt. Educ.,Total,Officers***AGE IN YEARS***18 to 21,Officers***AGE IN YEARS***22 to 29,Officers***AGE IN YEARS***>=30,Officers***AGE IN YEARS***Unknown,Total
587,606,1811,250,2452,798,21,6,201,32,50,13,439,127,6200,4974,1226,6200,58,51,5381,392,65,1,252,6200,1,962,2901,2336,0,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,607,85,9,11,2,0,0,8,0,2,1,12,1,131,118,13,131,1,1,116,7,0,0,6,131,0,46,63,22,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,608,187,25,78,24,1,0,3,1,1,0,21,11,352,291,61,352,1,3,321,7,2,0,18,352,0,100,204,48,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,609,603,52,97,25,5,1,1,1,8,0,18,2,813,732,81,813,5,2,739,28,5,0,34,813,0,197,385,231,0,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,610,1145,153,23,5,15,3,8,2,8,3,20,6,1391,1219,172,1391,20,7,1245,49,6,0,64,1391,0,347,705,339,0,1391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,611,573,67,79,27,17,1,14,4,10,2,22,3,819,715,104,819,7,10,718,33,2,0,49,819,0,176,416,227,0,819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,612,790,117,84,18,15,3,9,5,6,2,18,3,1070,922,148,1070,10,7,929,58,11,0,55,1070,0,269,451,350,0,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,613,534,66,4,6,4,0,3,1,2,0,18,1,639,565,74,639,5,4,571,30,3,0,26,639,0,145,315,179,0,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,614,589,62,18,5,4,0,4,0,4,1,5,0,692,624,68,692,5,3,605,34,6,0,39,692,0,158,325,209,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,615,715,74,8,0,9,1,5,2,10,1,8,1,834,755,79,834,5,7,750,26,5,0,41,834,1,204,405,224,0,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,616,381,50,78,36,2,1,7,3,6,3,8,3,578,482,96,578,7,0,516,19,4,1,31,578,0,97,277,204,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,617,640,89,31,13,2,0,8,0,12,5,9,1,810,702,108,810,8,4,702,45,5,1,45,810,0,192,412,206,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,618,754,99,122,26,4,0,20,4,8,2,23,2,1064,931,133,1064,9,5,931,53,10,1,55,1064,0,214,504,346,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,619,392,38,4,2,6,0,5,1,2,0,3,2,455,412,43,455,3,4,415,14,4,0,15,455,0,111,204,140,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,620,1166,133,114,36,19,1,15,0,16,5,22,5,1532,1352,180,1532,10,10,1389,51,5,0,67,1532,0,362,697,473,0,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,622,1744,261,493,173,31,5,44,5,49,15,39,10,2869,2400,469,2869,14,9,2618,107,11,1,109,2869,0,568,1346,955,0,2869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,623,452,60,12,3,6,1,3,0,4,3,11,1,556,488,68,556,2,4,503,26,1,0,20,556,0,115,264,177,0,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,624,661,71,1,1,9,5,9,1,4,3,12,0,777,696,81,777,5,5,715,22,1,0,29,777,1,196,383,197,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,625,710,89,47,17,10,1,7,1,4,1,10,0,897,788,109,897,8,5,798,32,6,0,48,897,0,203,416,278,0,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,626,644,73,17,5,2,1,6,3,6,2,4,1,764,679,85,764,5,7,676,35,5,0,36,764,0,201,363,200,0,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,627,337,46,65,18,0,5,5,1,2,1,7,0,487,416,71,487,3,3,426,24,1,0,30,487,1,107,232,147,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,628,859,86,23,1,21,2,4,1,3,2,7,2,1011,917,94,1011,5,4,919,36,3,0,44,1011,0,274,433,304,0,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,629,836,95,105,34,25,4,11,2,7,1,10,2,1132,994,138,1132,13,2,998,59,7,0,53,1132,0,230,552,350,0,1132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,630,2081,214,215,63,62,11,18,4,45,6,30,2,2751,2451,300,2751,28,18,2468,99,7,1,130,2751,1,677,1301,772,0,2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,631,1170,108,993,294,37,2,49,10,42,17,35,8,2765,2326,439,2765,21,13,2462,141,22,0,106,2765,0,459,1213,1093,0,2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,633,1572,138,63,14,23,4,28,2,16,4,16,3,1883,1718,165,1883,8,9,1689,70,11,1,95,1883,0,492,985,406,0,1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,634,274,25,10,1,5,0,2,2,1,0,3,1,324,295,29,324,2,4,296,12,1,0,9,324,0,86,134,104,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,635,205,14,1,0,2,0,3,0,1,0,7,0,233,219,14,233,1,1,211,7,1,0,12,233,1,47,122,63,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,636,565,54,10,2,18,1,1,0,3,1,8,1,664,605,59,664,6,2,609,13,2,0,32,664,0,166,307,191,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,637,486,47,21,10,18,3,3,1,4,0,4,0,597,536,61,597,1,5,540,31,1,0,19,597,0,122,322,153,0,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,638,431,35,101,31,7,0,3,0,8,2,5,2,625,555,70,625,1,0,558,38,7,0,21,625,1,100,283,241,0,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,639,432,34,21,10,0,1,2,0,6,0,4,0,510,465,45,510,3,6,456,18,1,0,26,510,0,95,241,174,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,640,2144,188,141,31,24,5,44,8,26,13,39,5,2668,2418,250,2668,19,19,2411,81,15,3,120,2668,0,670,1347,651,0,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,641,1032,114,426,100,16,2,21,7,24,14,36,6,1798,1555,243,1798,15,13,1588,84,17,0,81,1798,1,359,856,582,0,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,643,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,644,344,34,5,1,7,0,4,0,2,1,10,0,408,372,36,408,3,2,365,16,2,0,20,408,0,66,222,120,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,645,262,27,11,8,2,0,2,1,7,3,6,0,329,290,39,329,2,3,296,19,1,0,8,329,0,72,154,103,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,646,303,26,3,0,4,0,3,0,5,2,1,0,347,319,28,347,1,2,319,10,0,0,15,347,0,89,154,104,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,647,491,45,6,0,10,1,4,0,9,1,9,1,577,529,48,577,6,6,529,13,4,0,19,577,1,133,271,172,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,648,743,47,11,4,31,1,13,4,26,7,20,3,910,844,66,910,3,10,790,36,4,0,67,910,0,214,442,254,0,910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,650,557,60,4,2,7,6,3,3,6,0,12,1,661,589,72,661,2,5,605,19,1,0,29,661,0,182,325,154,0,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,651,217,17,20,2,3,1,2,0,2,1,5,0,270,249,21,270,4,2,229,20,1,0,14,270,0,48,120,102,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,652,689,76,57,12,10,3,10,0,9,1,18,0,885,793,92,885,7,6,780,47,2,0,43,885,0,199,412,274,0,885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,653,541,71,27,10,6,0,11,1,8,3,8,3,689,601,88,689,5,6,612,30,2,0,34,689,0,148,336,205,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,654,451,59,31,13,5,3,13,4,10,3,14,7,613,524,89,613,5,4,547,20,1,0,36,613,0,124,264,225,0,613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,655,675,102,67,26,14,2,30,4,19,5,23,8,975,828,147,975,10,6,869,33,5,0,52,975,0,196,448,331,0,975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,656,838,86,0,3,17,3,9,2,18,6,9,1,992,891,101,992,4,8,897,31,4,0,48,992,1,264,473,254,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,657,1129,124,4,0,26,1,10,2,11,3,15,2,1327,1195,132,1327,14,8,1209,33,3,1,59,1327,0,327,644,356,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,658,740,77,29,3,14,0,8,1,3,0,8,0,883,802,81,883,6,5,760,59,5,0,48,883,0,158,415,310,0,883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,660,1499,158,121,41,31,5,23,5,23,4,38,6,1954,1735,219,1954,18,10,1744,69,14,1,98,1954,0,457,1013,484,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,661,271,25,138,25,9,0,8,2,3,5,19,4,509,448,61,509,6,3,448,14,2,0,36,509,0,128,224,157,0,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,662,717,68,46,7,17,2,22,3,10,2,15,2,911,827,84,911,3,3,799,45,12,1,48,911,0,216,477,218,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,664,395,97,133,64,7,3,28,9,15,5,23,17,796,601,195,796,3,4,719,26,2,0,42,796,2,176,338,280,0,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,665,461,73,40,17,13,2,13,6,15,2,14,3,659,556,103,659,6,4,585,26,6,0,32,659,0,129,331,199,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,666,379,46,43,16,10,3,7,0,8,1,16,2,531,463,68,531,4,1,467,22,5,0,32,531,0,115,261,155,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,667,390,39,5,0,17,2,6,1,18,4,9,0,491,445,46,491,2,4,460,9,0,0,16,491,1,109,241,140,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,668,228,35,5,2,6,1,4,1,7,0,7,1,297,257,40,297,1,4,267,14,0,0,11,297,0,71,153,73,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,669,87,9,1,0,0,1,2,0,0,0,1,0,101,91,10,101,2,0,94,1,0,0,4,101,0,18,48,35,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,670,718,78,8,4,16,8,6,3,14,2,6,2,865,768,97,865,6,9,778,36,1,0,35,865,0,234,405,226,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,671,465,38,7,1,7,1,11,1,12,4,8,0,555,510,45,555,1,0,507,12,5,0,30,555,0,159,262,134,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,672,1013,142,163,70,27,6,47,8,26,4,40,8,1554,1316,238,1554,5,4,1387,65,18,0,75,1554,0,329,729,496,0,1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,673,226,14,10,2,11,1,0,0,9,0,7,0,280,263,17,280,3,2,261,5,0,0,9,280,0,67,138,75,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,674,543,65,20,5,10,1,14,5,3,3,8,2,679,598,81,679,7,4,610,27,1,0,30,679,1,145,316,217,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,675,425,33,8,2,13,2,3,0,6,3,20,3,518,475,43,518,4,3,470,15,5,0,21,518,0,100,244,174,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,676,176,14,1,0,0,1,0,1,0,0,1,0,194,178,16,194,1,2,173,12,1,0,5,194,0,34,95,65,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,677,80,9,3,0,1,0,0,1,1,0,2,0,97,87,10,97,3,1,86,6,1,0,0,97,0,24,46,27,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,678,329,37,6,3,15,4,5,0,4,1,20,5,429,379,50,429,2,2,389,15,3,0,18,429,0,100,191,138,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,679,68,8,2,1,5,1,4,0,0,0,4,1,94,83,11,94,0,0,88,4,0,0,2,94,1,25,35,33,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,680,835,116,39,6,21,4,31,7,16,7,17,2,1101,959,142,1101,12,1,1001,45,6,0,36,1101,1,284,532,284,0,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,681,1562,164,256,74,27,5,55,8,36,8,57,12,2264,1993,271,2264,17,11,2000,136,14,0,86,2264,1,477,1025,761,0,2264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,683,252,29,4,0,1,0,2,0,1,0,3,0,292,263,29,292,0,1,268,13,2,0,8,292,1,64,145,82,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,684,242,35,2,1,5,0,1,0,2,1,3,0,292,255,37,292,3,2,273,7,1,0,6,292,0,75,143,74,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,685,664,79,29,4,8,4,17,7,5,0,12,0,829,735,94,829,5,0,713,66,5,0,40,829,0,167,424,238,0,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,686,267,19,1,0,1,0,1,0,1,0,3,0,293,274,19,293,1,2,276,10,0,0,4,293,0,63,146,84,0,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,687,433,54,2,3,6,0,1,0,5,0,17,1,522,464,58,522,2,6,479,24,2,0,9,522,0,128,222,172,0,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,688,553,81,5,1,8,4,3,1,11,1,16,2,686,596,90,686,3,1,648,20,3,0,11,686,0,158,335,193,0,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,689,292,23,1,1,4,0,3,1,2,1,4,0,332,306,26,332,3,1,310,10,1,0,7,332,0,77,152,103,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,690,82,7,0,0,1,1,1,0,0,0,0,1,93,84,9,93,0,1,86,4,0,0,2,93,0,15,47,31,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,691,290,32,0,0,7,2,2,1,5,0,6,2,347,310,37,347,5,1,316,13,1,0,11,347,0,80,149,118,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,692,27,6,0,0,4,0,0,0,2,0,0,0,39,33,6,39,0,0,35,1,0,0,3,39,0,10,21,8,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,693,334,51,3,1,5,3,1,0,1,0,7,4,410,351,59,410,6,2,373,14,1,0,14,410,1,91,194,124,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,698,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,700,928,84,703,197,27,10,31,7,47,12,73,12,2131,1809,322,2131,20,9,1914,86,15,0,87,2131,0,314,890,927,0,2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,701,219,18,958,273,6,2,17,5,24,9,30,11,1572,1254,318,1572,13,6,1399,96,23,1,34,1572,3,123,539,907,0,1572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,702,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,703,517,62,204,77,27,1,7,0,10,0,17,2,924,782,142,924,11,2,835,42,5,0,29,924,0,208,366,350,0,924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,704,1105,93,344,103,12,1,20,3,34,13,21,9,1758,1536,222,1758,16,17,1554,70,6,0,95,1758,1,374,808,575,0,1758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,705,1263,161,761,261,27,8,21,1,25,3,25,3,2559,2122,437,2559,26,11,2280,114,23,0,105,2559,0,518,1061,980,0,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,706,798,88,299,105,17,4,8,2,24,4,18,5,1372,1164,208,1372,8,4,1246,59,11,0,44,1372,2,269,626,475,0,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,707,846,71,238,64,18,8,2,2,18,4,12,2,1285,1134,151,1285,7,9,1147,48,7,1,66,1285,1,287,603,394,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,708,480,40,458,152,10,2,20,1,15,6,10,3,1197,993,204,1197,16,8,1041,62,12,2,56,1197,0,219,548,430,0,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,710,496,51,290,71,13,0,3,1,10,2,7,4,948,819,129,948,8,5,855,32,6,0,42,948,0,187,379,382,0,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,711,609,82,637,251,12,0,25,8,27,6,20,5,1682,1330,352,1682,14,9,1486,72,19,1,81,1682,2,275,695,710,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,712,621,58,660,196,19,1,6,0,13,4,14,4,1596,1333,263,1596,15,10,1405,86,10,0,70,1596,0,272,694,630,0,1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,713,390,44,389,131,13,3,3,1,8,4,14,3,1003,817,186,1003,8,4,906,50,7,0,28,1003,1,156,432,414,0,1003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,714,558,87,243,113,30,2,29,5,22,5,28,7,1129,910,219,1129,5,5,1003,53,3,0,60,1129,1,229,483,416,0,1129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,716,348,29,373,106,5,1,2,0,7,2,5,2,880,740,140,880,12,2,790,41,3,0,32,880,1,157,339,383,0,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,717,304,30,249,82,3,0,2,0,6,3,7,2,688,571,117,688,6,5,618,38,5,0,16,688,1,140,250,297,0,688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,718,314,34,127,33,16,2,4,1,2,2,5,0,540,468,72,540,9,2,478,23,2,0,26,540,0,116,253,171,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,719,518,52,43,12,8,4,5,2,11,0,9,0,664,594,70,664,1,4,587,26,4,0,42,664,1,141,290,232,0,664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,720,1284,131,264,56,36,6,19,8,21,3,19,1,1848,1643,205,1848,13,10,1630,67,12,0,116,1848,0,340,881,627,0,1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,721,845,79,227,85,15,2,6,4,10,3,14,2,1292,1117,175,1292,9,6,1141,53,3,0,80,1292,0,245,609,438,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,722,255,23,329,122,7,0,4,0,13,3,13,1,770,621,149,770,5,5,682,38,6,0,34,770,0,114,315,341,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
